Movie Name,Release Period,Release Period2,Release Period3,Whether Remake,whether franchise ,Whether Franchise,Genre,new actor,New Actor2,new director,New Director2,new music ,New Music Director,Lead Star,Director,Music Director,Number of Screens,Budget(INR),Revenue(INR),Verdict
Quick Gun Murugun,1,Normal,0,No,0,No,comedy,1,Yes,0,No,0,No,Rajendraprasad,Shashanka Ghosh,Sagar Desai,250,"₹ 6,00,00,000.00","₹ 2,57,00,000.00",Flop
Hair Is Falling,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Rajesh Bhardwaj,Vicky Bhardwaj,Arpan-Sumit,20,"₹ 60,00,000.00","₹ 1,40,000.00",Flop
Do Dilon Ke Khel Mein,1,Normal,0,No,0,No,love_story,0,No,1,Yes,0,No,Rajesh Khanna,Akash Pandey,Daboo Malik,15,"₹ 1,25,00,000.00","₹ 1,90,000.00",Flop
Riyasat,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Rajesh Khanna,Ashok Tyagi,Sayyed Ahmed,30,"₹ 50,00,000.00","₹ 4,25,000.00",Flop
Kaashh....Mere Hote,1,Normal,0,No,0,No,love_story,0,No,0,No,0,No,Rajesh Khanna,B.H. Tharun Kumar,Sanjeev - Darshan,60,"₹ 3,50,00,000.00","₹ 14,50,000.00",Flop
Wafaa,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Rajesh Khanna,Rakesh Sawant,Sayyed Ahmed,55,"₹ 2,00,00,000.00","₹ 48,00,000.00",Flop
Men Will Be Men,0,Holiday,0,No,0,No,drama,0,No,1,Yes,1,Yes,Rajesh Kumar,Gorky,Harpreet,30,"₹ 1,50,00,000.00","₹ 16,25,000.00",Flop
Jai Mahalaxmi,1,Normal,0,No,0,No,mythological,1,Yes,1,Yes,0,No,Rajesh Pathak,P. Subhash,Nandu Honap,5,"₹ 25,00,000.00","₹ 75,000.00",Flop
Jism Farosh,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Rajesh Sabharwal,Muneer Khan,Bhai Pawar,1,"₹ 20,00,000.00","₹ 14,50,000.00",Flop
Namkeen,1,Normal,0,No,0,No,adult,0,No,0,No,0,No,Rajesh Sabharwal,Priyanka,Prashant Kumar,1,"₹ 15,00,000.00","₹ 5,75,000.00",Flop
The Night Of The Interview,1,Normal,0,No,0,No,thriller,0,No,1,Yes,1,Yes,Rajesh Shringharpure,Raaj Mukherjee,Ashraf Fani,30,"₹ 1,25,00,000.00","₹ 12,00,000.00",Flop
Beehad - The Ravine,0,Holiday,0,No,0,No,action,0,No,0,No,0,No,Rajesh Tiwari,Krishna Mishra,Ravindra Jain,150,"₹ 2,00,00,000.00","₹ 1,15,00,000.00",Flop
The Unforgettable,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,0,No,Raji James,Arsala Qureishi,Ismail Darbar,15,"₹ 85,00,000.00","₹ 2,30,000.00",Flop
Blue Oranges,0,Holiday,0,No,0,No,drama,0,No,1,Yes,1,Yes,Rajit Kapoor,Rajesh Ganguly,Bipin Panchal,15,"₹ 1,00,00,000.00","₹ 2,50,000.00",Flop
Kya Yahi Sach Hai,0,Holiday,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Rajiv Roda,Y.P. Singh,Rooshin Dalal,100,"₹ 1,50,00,000.00","₹ 15,25,000.00",Flop
Behen Hogi Teri,1,Normal,0,No,0,No,comedy,0,No,1,Yes,1,Yes,Rajkummar Rao,Ajay K. Pannanlal,Jam 8,750,"₹ 13,00,00,000.00","₹ 3,06,00,000.00",Flop
Boyss Toh Boyss Hain,1,Normal,0,No,0,No,comedy,0,No,1,Yes,0,No,Rajkummar Rao,Amit Vats,Gourov Dasgupta,60,"₹ 2,00,00,000.00","₹ 12,50,000.00",Flop
Love Sex Aur Dhokha,1,Normal,0,No,0,No,adult,1,Yes,0,No,0,No,Rajkummar Rao,Dibakar Banerjee,Sneha Khanwalkar,525,"₹ 4,50,00,000.00","₹ 11,52,00,000.00",Blockbuster
Citylights,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Rajkummar Rao,Hansal Mehta,Jeet Ganguly,450,"₹ 9,00,00,000.00","₹ 8,99,00,000.00",Average
Ragini MMS,1,Normal,0,No,0,No,horror,0,No,1,Yes,0,No,Rajkummar Rao,Pawan Kirpalani,Agnel Roman,650,"₹ 6,00,00,000.00","₹ 14,68,00,000.00",Blockbuster
Shaadi Mein Zaroor Aana,1,Normal,0,No,0,No,rom__com,0,No,1,Yes,0,No,Rajkummar Rao,Ratna Sinha,Arko Pravo Mukherjee,975,"₹ 13,00,00,000.00","₹ 19,47,00,000.00",Hit
Trapped,1,Normal,0,No,0,No,thriller,0,No,0,No,0,No,Rajkummar Rao,Vikramaditya Motwane,Alokananda Dasgupta,300,"₹ 5,00,00,000.00","₹ 3,53,00,000.00",Flop
Be Careful,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Rajneesh Duggal,Chandrakant Singh,Siddharth - Suhas,275,"₹ 2,75,00,000.00","₹ 43,75,000.00",Flop
Phhir,0,Holiday,0,No,0,No,suspense,0,No,1,Yes,0,No,Rajneesh Duggal,Girish Dhamija,Raghav Sachar,550,"₹ 6,00,00,000.00","₹ 2,48,00,000.00",Flop
Spark,0,Holiday,0,No,0,No,action,0,No,0,No,1,Yes,Rajneesh Duggal,V.K. Singh,Nitz - Sony,300,"₹ 5,00,00,000.00","₹ 18,00,000.00",Flop
1920,0,Holiday,0,No,0,No,horror,1,Yes,0,No,0,No,Rajneesh Duggal,Vikram Bhatt,Adnan Sami,525,"₹ 7,00,00,000.00","₹ 14,50,00,000.00",Blockbuster
Undertrial,0,Holiday,0,No,0,No,drama,0,No,1,Yes,0,No,Rajpal Yadav,Aziz Khan,Anu Malik,60,"₹ 2,00,00,000.00","₹ 46,00,000.00",Flop
Main Meri Patni Aur Woh,0,Holiday,0,No,0,No,comedy,0,No,0,No,1,Yes,Rajpal Yadav,Chandan Arora,Rajendra Shiv,100,"₹ 2,50,00,000.00","₹ 3,37,00,000.00",Hit
Rama Rama Kya Hai Drama,1,Normal,0,No,0,No,comedy,0,No,1,Yes,0,No,Rajpal Yadav,Chandrakant Singh,Siddharth - Suhas,375,"₹ 8,00,00,000.00","₹ 2,82,00,000.00",Flop
Hello Hum Lallann Bol Rahe Hain,1,Normal,0,No,0,No,comedy,0,No,0,No,1,Yes,Rajpal Yadav,Dilip Shukla,Vijay Verma,20,"₹ 1,75,00,000.00","₹ 7,00,000.00",Flop
Ata Pata Laapata,0,Holiday,0,No,0,No,comedy,0,No,1,Yes,0,No,Rajpal Yadav,Rajpal Yadav,Sukhwinder Singh,125,"₹ 11,00,00,000.00","₹ 42,17,500.00",Flop
Hai Golmaal In White House,1,Normal,0,No,0,No,comedy,0,No,1,Yes,0,No,Rajpal Yadav,Salar Shaikh,Shamir Tandon,4,"₹ 40,00,000.00","₹ 2,75,000.00",Flop
Kushti,1,Normal,1,Yes,0,No,comedy,0,No,0,No,0,No,Rajpal Yadav,T.K. Rajiv Kumar,Tauseef Akhtar,200,"₹ 6,00,00,000.00","₹ 54,25,000.00",Flop
Ladies Tailor,1,Normal,0,No,0,No,comedy,0,No,1,Yes,1,Yes,Rajpal Yadav,Uday Kant,Nishadh Chandra,25,"₹ 2,50,00,000.00","₹ 53,00,000.00",Flop
Masti Express,0,Holiday,0,No,0,No,drama,0,No,1,Yes,1,Yes,Rajpal Yadav,Vikram Pradhan,Chinar-Mahesh,125,"₹ 2,25,00,000.00","₹ 82,00,000.00",Flop
Kaisay Kahein,0,Holiday,0,No,0,No,drama,1,Yes,1,Yes,0,No,Rajveer Dutt,Mohit Hussein,Pritam,45,"₹ 1,75,00,000.00","₹ 11,50,000.00",Flop
Ruslaan,1,Normal,0,No,0,No,drama,1,Yes,0,No,1,Yes,Rajveer Sharma,Mohan Sharma,Raees Khan,20,"₹ 1,00,00,000.00","₹ 3,15,000.00",Flop
Ek Zakhm - The Blast,1,Normal,0,No,0,No,thriller,1,Yes,1,Yes,1,Yes,Rakesh,Suhail Azmi,Kabir,10,"₹ 75,00,000.00","₹ 17,75,000.00",Flop
Jai Santoshi Maa,0,Holiday,0,No,0,No,mythological,0,No,1,Yes,0,No,Rakesh Bapat,Ahmed Siddiqui,Anu Malik,110,"₹ 4,25,00,000.00","₹ 31,00,000.00",Flop
Jaadu Sa Chal Gaya,1,Normal,0,No,0,No,love_story,0,No,1,Yes,0,No,Rakesh Bapat,Dev Bsu,Nikhil - Vinay,6,"₹ 90,00,000.00","₹ 5,00,000.00",Flop
My Husband's Wife,1,Normal,0,No,0,No,drama,1,Yes,0,No,1,Yes,Rakhi Vohra,Vinod Chhabra,Dinesh Arjuna,5,"₹ 65,00,000.00","₹ 7,00,000.00",Flop
Zanjeer,0,Holiday,1,Yes,0,No,action,1,Yes,0,No,0,No,Ram Charan,Apoorva Lakhia,Anand Raj Anand,2050,"₹ 60,00,00,000.00","₹ 22,14,75,000.00",Flop
Victoria House,1,Normal,0,No,0,No,horror,0,No,0,No,0,No,Ramesh Goyal,Hridhay Sharma,Sunil Singh,3,"₹ 55,00,000.00","₹ 2,45,000.00",Flop
Besharam,0,Holiday,0,No,0,No,comedy,0,No,0,No,0,No,Ranbir Kapoor,Abhinav Kashyap,Lalit Pandit,3400,"₹ 83,00,00,000.00","₹ 95,11,95,000.00",Hit
Barfi!,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Ranbir Kapoor,Anurag Basu,Pritam,1250,"₹ 50,00,00,000.00","₹ 1,74,73,80,000.00",Blockbuster
Jagga Jasoos,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Ranbir Kapoor,Anurag Basu,Pritam,1750,"₹ 1,31,00,00,000.00","₹ 86,85,72,500.00",Flop
Bombay Velvet,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Ranbir Kapoor,Anurag Kashyap,Amit Trivedi,2550,"₹ 1,18,00,00,000.00","₹ 43,13,65,000.00",Flop
Wake Up Sid,0,Holiday,0,No,0,No,drama,0,No,1,Yes,0,No,Ranbir Kapoor,Ayan Mukherji,Amit Trivedi,500,"₹ 18,00,00,000.00","₹ 47,10,75,000.00",Blockbuster
Yeh Jawaani Hai Deewani,1,Normal,0,No,0,No,love_story,0,No,0,No,0,No,Ranbir Kapoor,Ayan Mukherji,Pritam,2900,"₹ 75,00,00,000.00","₹ 2,95,61,30,000.00",Blockbuster
Rockstar,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Ranbir Kapoor,Imtiaz Ali,A.R. Rehman,1950,"₹ 66,00,00,000.00","₹ 1,08,70,17,500.00",Hit
Tamasha,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Ranbir Kapoor,Imtiaz Ali,A.R. Rehman,2050,"₹ 87,00,00,000.00","₹ 1,36,63,87,500.00",Hit
Ae Dil Hai Mushkil,0,Holiday,0,No,0,No,love_story,0,No,0,No,1,Yes,Ranbir Kapoor,Karan Johar, Pritam,2850,"₹ 98,00,00,000.00","₹ 2,29,56,22,500.00",Blockbuster
Chillar Party,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Ranbir Kapoor,Nitish Tiwari,Amit Trivedi,325,"₹ 5,75,00,000.00","₹ 5,57,33,750.00",Average
Raajneeti,1,Normal,0,No,0,No,thriller,0,No,0,No,0,No,Ranbir Kapoor,Prakash Jha,Pritam,1750,"₹ 61,00,00,000.00","₹ 1,45,50,40,000.00",Blockbuster
Ajab Prem Ki Ghazab Kahani,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Ranbir Kapoor,Rajkumar Santoshi,Pritam,1300,"₹ 44,00,00,000.00","₹ 99,73,75,000.00",Blockbuster
Saawariya,0,Holiday,0,No,0,No,love_story,1,Yes,0,No,1,Yes,Ranbir Kapoor,Sanjay Leela Bhansali,Sanjay Leela Bhansali,850,"₹ 45,00,00,000.00","₹ 39,13,30,000.00",Average
Rocket Singh: Salesman Of The Year,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Ranbir Kapoor,Shimit Amin,Salim - Sulaiman,800,"₹ 16,00,00,000.00","₹ 33,65,77,500.00",Blockbuster
Bachna Ae Haseeno,0,Holiday,0,No,0,No,rom__com,0,No,0,No,0,No,Ranbir Kapoor,Siddharth Anand,Vishal - Shekhar,800,"₹ 23,00,00,000.00","₹ 61,57,25,000.00",Blockbuster
Anjaana Anjaani,0,Holiday,0,No,0,No,rom__com,0,No,0,No,0,No,Ranbir Kapoor,Siddharth Anand,Vishal - Shekhar,1250,"₹ 40,00,00,000.00","₹ 68,48,75,000.00",Hit
Roy,0,Holiday,0,No,0,No,thriller,0,No,1,Yes,0,No,Ranbir Kapoor,Vikramjit Singh,Ankit Tiwari,2350,"₹ 50,00,00,000.00","₹ 56,02,15,000.00",Hit
John Day,0,Holiday,0,No,0,No,thriller,0,No,1,Yes,1,Yes,Randeep Hooda,Ahishor Solomon,Kshitij Tarey,525,"₹ 9,00,00,000.00","₹ 2,18,00,000.00",Flop
Ru-Ba-Ru,0,Holiday,0,No,0,No,drama,0,No,1,Yes,1,Yes,Randeep Hooda,Arjun Chandramohan Bali,Satya,125,"₹ 5,50,00,000.00","₹ 50,00,000.00",Flop
Do Lafzon Ki Kahani,1,Normal,0,No,0,No,love_story,0,No,0,No,0,No,Randeep Hooda,Deepak Tijori,Dr. Zeus,600,"₹ 11,00,00,000.00","₹ 4,09,00,000.00",Flop
Highway,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Randeep Hooda,Imtiaz Ali,A.R. Rehman,750,"₹ 25,00,00,000.00","₹ 47,70,65,000.00",Hit
Mere Khwabon Mein Jo Aaye,0,Holiday,0,No,0,No,love_story,0,No,1,Yes,0,No,Randeep Hooda,Madhureeta Anand,Lalit Pandit,100,"₹ 3,00,00,000.00","₹ 18,75,000.00",Flop
Karma Aur Holi,0,Holiday,0,No,0,No,drama,0,No,1,Yes,0,No,Randeep Hooda,Manish Gupta,Raju Singh,90,"₹ 10,00,00,000.00","₹ 23,50,000.00",Flop
Main Aur Charles,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Randeep Hooda,Prawal Raman,Sanjeev - Darshan,900,"₹ 10,00,00,000.00","₹ 8,12,00,000.00",Average
Love Khichdi,1,Normal,0,No,0,No,rom__com,0,No,0,No,0,No,Randeep Hooda,Srinivas Bhashyam,Pritam,100,"₹ 2,25,00,000.00","₹ 36,50,000.00",Flop
Laal Rang,1,Normal,0,No,0,No,drama,0,No,0,No,1,Yes,Randeep Hooda,Syed Ahmed Afzal,Shiraz Uppal,825,"₹ 10,00,00,000.00","₹ 2,68,00,000.00",Flop
Murder 3,0,Holiday,0,No,1,Yes,thriller,0,No,1,Yes,0,No,Randeep Hooda,Vishesh Bhatt,Pritam,1400,"₹ 15,00,00,000.00","₹ 27,75,25,000.00",Hit
D,1,Normal,0,No,0,No,action,1,Yes,1,Yes,0,No,Randeep Hooda,Vishram Sawant,Nitin Raikwar,250,"₹ 6,50,00,000.00","₹ 8,49,61,000.00",Hit
Risk,1,Normal,0,No,0,No,thriller,0,No,0,No,0,No,Randeep Hooda,Vishram Sawant,Bappi - Tutal,300,"₹ 6,00,00,000.00","₹ 3,98,00,000.00",Flop
Bombay Talkies,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Rani Mukherjee,Karan Johar,Amit Trivedi,375,"₹ 12,50,00,000.00","₹ 13,09,00,000.00",Hit
Laaga Chunari Mein Daag,0,Holiday,1,Yes,0,No,drama,0,No,0,No,0,No,Rani Mukherjee,Pradeep Sarkar,Shantanu Moitra,750,"₹ 20,00,00,000.00","₹ 36,67,22,500.00",Hit
Mardaani,1,Normal,0,No,0,No,thriller,0,No,0,No,0,No,Rani Mukherjee,Pradeep Sarkar,Salim - Sulaiman,1250,"₹ 21,00,00,000.00","₹ 56,71,90,000.00",Blockbuster
Aiyyaa,1,Normal,0,No,0,No,comedy,0,No,1,Yes,0,No,Rani Mukherjee,Sachin Kundalkar,Amit Trivedi,900,"₹ 19,00,00,000.00","₹ 9,58,50,000.00",Flop
Toss,1,Normal,0,No,0,No,thriller,1,Yes,1,Yes,0,No,Rannvijay Singh,Ramesh Khatkar,Siddharth - Suhas,100,"₹ 3,00,00,000.00","₹ 19,50,000.00",Flop
3:00 AM,1,Normal,0,No,0,No,horror,0,No,0,No,1,Yes,Rannvijay Singh,Vishal Mahadkar,Manan,500,"₹ 8,50,00,000.00","₹ 1,49,00,000.00",Flop
Befikre,1,Normal,0,No,0,No,rom__com,0,No,0,No,0,No,Ranveer Singh,Aditya Chopra,Vishal - Shekhar,2150,"₹ 64,00,00,000.00","₹ 1,03,98,75,000.00",Hit
Gunday,0,Holiday,0,No,0,No,masala,0,No,0,No,0,No,Ranveer Singh,Ali Abbas Zafar,Sohail Sen,2700,"₹ 51,00,00,000.00","₹ 1,19,82,20,000.00",Blockbuster
Band Baaja Baaraat,1,Normal,0,No,0,No,rom__com,1,Yes,1,Yes,0,No,Ranveer Singh,Maneesh Sharma,Salim - Sulaiman,675,"₹ 15,00,00,000.00","₹ 33,30,00,000.00",Blockbuster
Ladies vs Ricky Bahl,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Ranveer Singh,Maneesh Sharma,Salim - Sulaiman,1150,"₹ 20,00,00,000.00","₹ 49,49,80,000.00",Blockbuster
Goliyon Ki Raasleela Ram - Leela,0,Holiday,0,No,0,No,love_story,0,No,0,No,0,No,Ranveer Singh,Sanjay Leela Bhansali,Sanjay Leela Bhansali,3000,"₹ 88,00,00,000.00","₹ 2,01,48,05,000.00",Blockbuster
Bajirao Mastani,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Ranveer Singh,Sanjay Leela Bhansali,Sanjay Leela Bhansali,2700,"₹ 1,45,00,00,000.00","₹ 3,56,20,25,000.00",Blockbuster
Kill Dil,1,Normal,0,No,0,No,thriller,0,No,0,No,0,No,Ranveer Singh,Shaad Ali,Shankar - Ehsaan - Loy,2300,"₹ 40,00,00,000.00","₹ 52,10,00,000.00",Hit
Lootera,1,Normal,0,No,0,No,love_story,0,No,0,No,0,No,Ranveer Singh,Vikramaditya Motwane,Amit Trivedi,1050,"₹ 32,00,00,000.00","₹ 46,40,65,000.00",Hit
Dil Dhadakne Do,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Ranveer Singh,Zoya Akhtar,Shankar - Ehsaan - Loy,2300,"₹ 83,00,00,000.00","₹ 1,44,79,87,500.00",Hit
Mixed Doubles,0,Holiday,0,No,0,No,drama,0,No,0,No,1,Yes,Ranvir Shorey,Rajat Kapoor,Sagar Desai,50,"₹ 2,00,00,000.00","₹ 1,90,00,000.00",Average
Mithya,0,Holiday,0,No,0,No,comedy,0,No,0,No,0,No,Ranvir Shorey,Rajat Kapoor,Sagar Desai,200,"₹ 4,00,00,000.00","₹ 7,17,00,000.00",Hit
Fatso,0,Holiday,0,No,0,No,rom__com,0,No,0,No,0,No,Ranvir Shorey,Rajat Kapoor,Sagar Desai,75,"₹ 6,00,00,000.00","₹ 22,00,000.00",Flop
Kahani Ek Devi Ki...,0,Holiday,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Rashmi Somvanshi,Surendra Singh Rathore,Kaushal Mahavir,5,"₹ 30,00,000.00","₹ 2,50,000.00",Flop
Kshay,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Rasika Dugal,Karan Gour,Karan Gour,10,"₹ 15,00,000.00","₹ 5,70,000.00",Flop
Maatr,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Raveena Tandon,Ashtar Sayed,Fuzon,650,"₹ 8,50,00,000.00","₹ 1,62,00,000.00",Flop
Parveen Bobby,0,Holiday,0,No,0,No,adult,1,Yes,0,No,0,No,Ravi Ahlawat,Sandeep Kumar,Dilip Sen - Sameer Sen,1,"₹ 70,00,000.00","₹ 21,00,000.00",Flop
